,collections,counts
1432,300169,625
1433,300170,625
1434,300171,625
1435,300172,625
1436,300173,625
1437,300174,625
1438,300175,625
1439,300176,625
1440,300177,625
1441,300178,625
1442,300179,625
1443,300180,625
1444,300181,625
1445,300182,625
1446,300183,625
1447,300184,625
1448,300185,625
1449,300186,625
1450,300187,625
1451,300188,625
1452,300189,625
1453,300190,625
1454,300191,625
1455,300192,625
1456,300193,625
1457,300194,625
1458,300195,625
1459,300196,625
1460,300197,625
1461,300198,625
1462,300199,625
1463,300200,625
1464,300201,625
1465,300202,625
1466,300203,625
1467,300204,625
1468,300205,625
1469,300206,625
1470,300207,625
1471,300208,625
1472,300209,625
1473,300210,625
1474,300211,625
1475,300212,625
1476,300213,625
1477,300214,625
1478,300215,625
1479,300216,625
1480,300217,625
1481,300218,625
1482,300219,625
1483,300220,625
1484,300221,625
1485,300222,625
1486,300223,625
1487,300224,625
1488,300225,625
1489,300226,625
1490,300227,625
1491,300228,625
1492,300229,625
1493,300230,625
1494,300231,625
1495,300232,625
1496,300233,625
1497,300234,625
1498,300235,625
1499,300236,625
1500,300237,625
1501,300238,625
1502,300239,625
1503,300240,625
1504,300241,625
1505,300242,625
1506,300243,625
1507,300244,625
1508,300245,625
1509,300246,625
1510,300247,625
1511,300248,625
1512,300249,625
1513,300250,625
1514,300251,625
1515,300252,625
1516,300253,625
1517,300254,625
1518,300255,625
1519,300256,625
1520,300257,625
1521,300258,625
1522,300259,625
1523,300260,625
1524,300261,625
1525,300262,625
1526,300263,625
1527,300264,625
1528,300265,625
1529,300266,625
1530,300267,625
1531,300268,625
1532,300269,625
1533,300270,625
1534,300271,625
1535,300272,625
1536,300273,625
1537,300274,625
1538,300275,625
1539,300276,625
1540,300277,625
1541,300278,625
1542,300279,625
1543,300280,625
1544,300281,625
1545,300282,625
1546,300283,625
1547,300284,625
1548,300285,625
1549,300286,625
1550,300287,625
1551,300288,625
1552,300289,625
1553,300290,625
1554,300291,625
1555,300292,625
1556,300293,625
1557,300294,625
1558,300295,625
1559,300296,625
1560,300297,625
1561,300298,625
1562,300299,625
1563,300300,625
1564,300301,625
1565,300302,625
1566,300303,625
1567,300304,625
1568,300305,625
1569,300306,625
1570,300307,625
1571,300308,625
1572,300309,625
1573,300310,625
1574,300311,625
1575,300312,625
1576,300313,625
1577,300314,625
1578,300315,625
1579,300316,625
1580,300317,625
1581,300318,625
1582,300319,625
1583,300320,625
1584,300321,625
1585,300322,625
1586,300323,625
1587,300324,625
1588,300325,625
1589,300326,625
1590,300327,625
1591,300328,625
1592,300329,625
1593,300330,625
1594,300331,625
1595,300332,625
1596,300333,625
1597,300334,625
1598,300335,625
1599,300336,625
1600,300337,625
1601,300338,625
1602,300339,625
1603,300340,625
1604,300341,625
1605,300342,625
1606,300343,625
1607,300344,625
1608,300345,625
1609,300346,625
1610,300347,625
1611,300348,625
1612,300349,625
1613,300350,625
1614,300351,625
1615,300352,625
1616,300353,625
1617,300354,625
1618,300355,625
1619,300356,625
1620,300357,374
1621,300358,374
1622,300359,374
1623,300360,374
1624,300362,374
1625,300363,368
1626,300364,130
1627,300365,372
1628,300366,370
1629,300367,368
1630,300368,372
1631,300369,368
1632,300370,372
1633,300371,372
1634,300372,370
1635,300373,372
1636,300374,94
1637,300375,370
1638,300376,370
1639,300377,370
1640,300378,370
1641,300379,369
1642,300380,369
1643,300381,369
1644,300382,368
1645,300383,368
1646,300384,245
1647,300385,271
1648,300386,271
1649,300387,267
1650,300388,245
1651,300389,245
1652,300390,246
1653,300391,245
1654,300392,218
1655,300393,216
1656,300394,111
1657,300395,218
1658,300396,218
1659,300397,218
1660,300398,202
1661,300399,202
1662,300400,201
1663,300401,202
1664,300402,201
1665,300403,187
1666,300404,69
1667,300405,187
1668,300406,187
1669,300407,163
1670,300408,163
1671,300409,163
1672,300410,143
1673,300411,143
1674,300412,143
1675,300413,130
1676,300414,57
1677,300415,128
1678,300416,129
1679,300417,128
1680,300418,130
1681,300419,129
1682,300420,111
1683,300421,111
1684,300422,111
1685,300423,111
1686,300424,71
1687,300425,112
1688,300426,111
1689,300427,111
1690,300428,94
1691,300429,91
1692,300430,94
1693,300431,91
1694,300432,94
1695,300433,95
1696,300434,69
1697,300435,89
1698,300436,71
1699,300437,70
1700,300438,69
1701,300439,71
1702,300440,70
1703,300441,70
1704,300442,69
1705,300443,71
1706,300444,70
1707,300445,69
1708,300446,70
1709,300447,71
1710,300448,69
1711,300449,71
1712,600000,625
1713,600004,625
1714,600005,625
1715,600006,625
1716,600007,625
1717,600008,625
1718,600009,625
1719,600010,625
1720,600011,625
1721,600012,625
1722,600015,625
1723,600016,625
1724,600017,625
1725,600018,625
1726,600019,625
1727,600020,625
1728,600021,625
1729,600022,625
1730,600023,396
1731,600026,625
1732,600027,625
1733,600028,625
1734,600029,625
1735,600030,625
1736,600031,625
1737,600033,625
1738,600035,625
1739,600036,625
1740,600037,625
1741,600038,625
1742,600039,625
1743,600048,625
1744,600050,625
1745,600051,625
1746,600052,625
1747,600053,625
1748,600054,625
1749,600055,625
1750,600056,625
1751,600057,625
1752,600058,625
1753,600059,625
1754,600060,625
1755,600061,625
1756,600062,625
1757,600063,625
1758,600064,625
1759,600066,625
1760,600067,625
1761,600068,625
1762,600069,625
1763,600070,625
1764,600071,625
1765,600072,625
1766,600073,625
1767,600074,625
1768,600075,625
1769,600076,625
1770,600077,625
1771,600078,625
1772,600079,625
1773,600080,625
1774,600081,625
1775,600082,625
1776,600083,625
1777,600084,625
1778,600085,625
1779,600086,625
1780,600088,625
1781,600089,625
1782,600090,625
1783,600091,625
1784,600093,625
1785,600094,625
1786,600095,625
1787,600096,625
1788,600097,625
1789,600098,625
1790,600099,625
1791,600100,625
1792,600101,625
1793,600103,625
1794,600104,625
1795,600105,625
1796,600106,625
1797,600107,625
1798,600108,625
1799,600109,625
1800,600110,625
1801,600111,625
1802,600112,625
1803,600113,625
1804,600114,625
1805,600115,625
1806,600116,625
1807,600117,625
1808,600118,625
1809,600119,625
1810,600120,625
1811,600121,625
1812,600122,625
1813,600123,625
1814,600125,625
1815,600126,625
1816,600127,625
1817,600128,625
1818,600129,625
1819,600130,625
1820,600131,625
1821,600132,625
1822,600133,625
1823,600135,625
1824,600136,625
1825,600137,625
1826,600138,625
1827,600139,625
1828,600141,625
1829,600143,625
1830,600145,625
1831,600146,625
1832,600148,625
1833,600149,625
1834,600150,625
1835,600151,625
1836,600152,625
1837,600153,625
1838,600155,625
1839,600156,625
1840,600157,625
1841,600158,625
1842,600159,625
1843,600160,625
1844,600161,625
1845,600162,625
1846,600163,625
1847,600165,625
1848,600166,625
1849,600167,625
1850,600168,625
1851,600169,625
1852,600170,625
1853,600171,625
1854,600172,625
1855,600173,625
1856,600175,625
1857,600176,625
1858,600177,625
1859,600178,625
1860,600179,625
1861,600180,625
1862,600182,625
1863,600183,625
1864,600184,625
1865,600185,625
1866,600186,625
1867,600187,625
1868,600188,625
1869,600189,625
1870,600190,625
1871,600191,625
1872,600192,625
1873,600193,625
1874,600195,625
1875,600196,625
1876,600197,625
1877,600198,625
1878,600199,625
1879,600200,625
1880,600201,625
1881,600202,625
1882,600203,625
1883,600206,625
1884,600207,625
1885,600208,625
1886,600209,625
1887,600210,625
1888,600211,625
1889,600212,625
1890,600213,625
1891,600215,625
1892,600216,625
1893,600217,625
1894,600218,625
1895,600219,625
1896,600220,625
1897,600221,625
1898,600222,625
1899,600223,625
1900,600225,625
1901,600226,625
1902,600227,625
1903,600228,625
1904,600229,625
1905,600230,625
1906,600231,625
1907,600232,625
1908,600233,625
1909,600234,625
1910,600235,625
1911,600236,625
1912,600237,625
1913,600238,625
1914,600239,625
1915,600240,625
1916,600241,625
1917,600242,625
1918,600243,625
1919,600246,625
1920,600247,625
1921,600248,625
1922,600249,625
1923,600250,625
1924,600251,625
1925,600252,625
1926,600255,625
1927,600256,625
1928,600257,625
1929,600258,625
1930,600259,625
1931,600260,625
1932,600261,625
1933,600262,625
1934,600265,625
1935,600266,625
1936,600267,625
1937,600268,625
1938,600269,625
1939,600270,625
1940,600271,625
1941,600272,625
1942,600273,625
1943,600275,625
1944,600276,625
1945,600277,625
1946,600278,625
1947,600279,625
1948,600280,625
1949,600281,625
1950,600282,625
1951,600283,625
1952,600284,625
1953,600285,625
1954,600287,625
1955,600288,625
1956,600289,625
1957,600290,625
1958,600291,625
1959,600292,625
1960,600293,625
1961,600295,625
1962,600297,625
1963,600298,625
1964,600299,625
1965,600300,625
1966,600301,625
1967,600302,625
1968,600303,625
1969,600305,625
1970,600306,625
1971,600307,625
1972,600308,625
1973,600309,625
1974,600310,625
1975,600311,625
1976,600312,625
1977,600313,625
1978,600315,625
1979,600316,625
1980,600317,625
1981,600318,625
1982,600319,625
1983,600320,625
1984,600321,625
1985,600322,625
1986,600323,625
1987,600325,625
1988,600326,625
1989,600327,625
1990,600328,625
1991,600329,625
1992,600330,625
1993,600331,625
1994,600332,625
1995,600333,625
1996,600335,625
1997,600336,625
1998,600337,625
1999,600338,625
2000,600339,625
2001,600340,625
2002,600343,625
2003,600345,625
2004,600346,625
2005,600348,625
2006,600350,625
2007,600351,625
2008,600352,625
2009,600353,625
2010,600354,625
2011,600355,625
2012,600356,625
2013,600358,625
2014,600359,625
2015,600360,625
2016,600361,625
2017,600362,625
2018,600363,625
2019,600365,625
2020,600366,625
2021,600367,625
2022,600368,625
2023,600369,625
2024,600370,625
2025,600371,625
2026,600372,625
2027,600373,625
2028,600375,625
2029,600376,625
2030,600377,625
2031,600378,625
2032,600379,625
2033,600380,625
2034,600381,625
2035,600382,625
2036,600383,625
2037,600385,609
2038,600386,625
2039,600387,625
2040,600388,625
2041,600389,625
2042,600390,625
2043,600391,625
2044,600392,625
2045,600393,625
2046,600395,625
2047,600396,625
2048,600397,625
2049,600398,625
2050,600399,625
2051,600400,625
2052,600401,625
2053,600403,625
2054,600405,625
2055,600406,625
2056,600408,625
2057,600409,625
2058,600410,625
2059,600415,625
2060,600416,625
2061,600418,625
2062,600419,625
2063,600420,625
2064,600421,625
2065,600422,625
2066,600423,625
2067,600425,625
2068,600426,625
2069,600428,625
2070,600429,625
2071,600432,625
2072,600433,625
2073,600435,625
2074,600436,625
2075,600438,625
2076,600439,625
2077,600444,625
2078,600446,625
2079,600448,625
2080,600449,625
2081,600452,625
2082,600455,625
2083,600456,625
2084,600458,625
2085,600459,625
2086,600460,625
2087,600461,625
2088,600462,625
2089,600463,625
2090,600466,625
2091,600467,625
2092,600468,625
2093,600469,625
2094,600470,625
2095,600475,625
2096,600476,625
2097,600477,625
2098,600478,625
2099,600479,625
2100,600480,625
2101,600481,625
2102,600482,625
2103,600483,625
2104,600485,625
2105,600486,625
2106,600487,625
2107,600488,625
2108,600489,625
2109,600490,625
2110,600491,625
2111,600493,625
2112,600495,625
2113,600496,625
2114,600497,625
2115,600498,625
2116,600499,625
2117,600500,625
2118,600501,625
2119,600502,625
2120,600503,625
2121,600505,625
2122,600506,625
2123,600507,625
2124,600508,625
2125,600509,625
2126,600510,625
2127,600511,625
2128,600512,625
2129,600513,625
2130,600515,625
2131,600516,625
2132,600517,625
2133,600518,625
2134,600519,625
2135,600520,625
2136,600521,625
2137,600522,625
2138,600523,625
2139,600525,625
2140,600526,625
2141,600527,625
2142,600528,625
2143,600529,625
2144,600530,625
2145,600531,625
2146,600532,625
2147,600533,625
2148,600535,625
2149,600536,625
2150,600537,625
2151,600538,625
2152,600539,625
2153,600540,625
2154,600543,625
2155,600545,625
2156,600546,625
2157,600547,625
2158,600548,625
2159,600549,625
2160,600550,625
2161,600551,625
2162,600552,625
2163,600555,625
2164,600556,625
2165,600557,625
2166,600558,625
2167,600559,625
2168,600560,625
2169,600561,625
2170,600562,625
2171,600563,625
2172,600565,625
2173,600566,625
2174,600567,625
2175,600568,625
2176,600569,625
2177,600570,625
2178,600571,625
2179,600572,625
2180,600573,625
2181,600575,625
2182,600576,625
2183,600577,625
2184,600578,625
2185,600579,625
2186,600580,625
2187,600581,625
2188,600582,625
2189,600583,625
2190,600584,625
2191,600585,625
2192,600586,625
2193,600587,625
2194,600588,625
2195,600589,625
2196,600590,625
2197,600592,625
2198,600593,625
2199,600594,625
2200,600595,625
2201,600596,625
2202,600597,625
2203,600598,625
2204,600599,625
2205,600600,625
2206,600601,625
2207,600602,625
2208,600603,625
2209,600604,625
2210,600605,625
2211,600606,625
2212,600608,625
2213,600609,625
2214,600610,625
2215,600611,625
2216,600612,625
2217,600613,625
2218,600614,625
2219,600615,625
2220,600616,625
2221,600617,625
2222,600618,625
2223,600619,625
2224,600620,625
2225,600621,625
2226,600622,625
2227,600623,625
2228,600624,625
2229,600626,625
2230,600628,625
2231,600629,625
2232,600630,625
2233,600633,625
2234,600634,625
2235,600635,625
2236,600636,625
2237,600637,625
2238,600638,625
2239,600639,625
2240,600640,625
2241,600641,625
2242,600642,625
2243,600643,625
2244,600644,625
2245,600645,625
2246,600647,625
2247,600648,625
2248,600649,625
2249,600650,625
2250,600651,625
2251,600652,625
2252,600653,625
2253,600654,625
2254,600655,625
2255,600656,625
2256,600657,625
2257,600658,625
2258,600660,625
2259,600661,625
2260,600662,625
2261,600663,625
2262,600664,625
2263,600665,625
2264,600666,625
2265,600667,625
2266,600668,625
2267,600671,625
2268,600673,625
2269,600674,625
2270,600675,625
2271,600676,625
2272,600677,625
2273,600678,625
2274,600679,625
2275,600680,0
2276,600681,625
2277,600682,625
2278,600683,625
2279,600684,625
2280,600685,625
2281,600686,625
2282,600687,625
2283,600688,625
2284,600689,625
2285,600690,625
2286,600691,625
2287,600692,625
2288,600693,625
2289,600694,625
2290,600695,625
2291,600696,625
2292,600697,625
2293,600698,625
2294,600699,625
2295,600701,625
2296,600702,625
2297,600703,625
2298,600704,625
2299,600705,625
2300,600706,625
2301,600707,625
2302,600708,625
2303,600710,625
2304,600711,625
2305,600712,625
2306,600713,625
2307,600714,625
2308,600715,625
2309,600716,625
2310,600717,625
2311,600718,625
2312,600719,625
2313,600720,625
2314,600721,625
2315,600722,625
2316,600723,625
2317,600724,625
2318,600725,625
2319,600726,625
2320,600727,625
2321,600728,625
2322,600729,625
2323,600730,625
2324,600731,625
2325,600732,625
2326,600733,625
2327,600734,625
2328,600735,625
2329,600736,625
2330,600737,625
2331,600738,625
2332,600739,625
2333,600740,625
2334,600741,625
2335,600742,625
2336,600743,625
2337,600744,625
2338,600745,625
2339,600746,625
2340,600747,625
2341,600748,625
2342,600749,625
2343,600750,625
2344,600751,625
2345,600753,625
2346,600754,625
2347,600755,625
2348,600756,625
2349,600757,625
2350,600758,625
2351,600759,625
2352,600760,625
2353,600761,625
2354,600763,625
2355,600764,625
2356,600765,625
2357,600766,625
2358,600767,625
2359,600768,625
2360,600769,625
2361,600770,625
2362,600771,625
2363,600773,625
2364,600774,625
2365,600775,625
2366,600776,625
2367,600777,625
2368,600778,625
2369,600779,625
2370,600780,625
2371,600781,625
2372,600782,625
2373,600783,625
2374,600784,625
2375,600785,625
2376,600787,625
2377,600789,625
2378,600790,625
2379,600791,625
2380,600792,625
2381,600793,625
2382,600794,625
2383,600795,625
2384,600796,625
2385,600797,625
2386,600798,625
2387,600800,625
2388,600801,625
2389,600802,625
2390,600803,625
2391,600804,625
2392,600805,625
2393,600806,625
2394,600807,625
2395,600808,625
2396,600809,625
2397,600810,625
2398,600811,625
2399,600812,625
2400,600814,625
2401,600815,625
2402,600816,625
2403,600817,625
2404,600818,625
2405,600819,625
2406,600820,625
2407,600821,625
2408,600822,625
2409,600823,625
2410,600824,625
2411,600825,625
2412,600826,625
2413,600827,625
2414,600828,625
2415,600829,625
2416,600830,625
2417,600831,625
2418,600832,574
2419,600833,625
2420,600834,625
2421,600835,625
2422,600836,625
2423,600837,625
2424,600838,625
2425,600839,625
2426,600841,625
2427,600843,625
2428,600844,625
2429,600845,625
2430,600846,625
2431,600847,625
2432,600848,625
2433,600850,625
2434,600851,625
2435,600853,625
2436,600854,625
2437,600855,625
2438,600856,625
2439,600857,625
2440,600858,625
2441,600859,625
2442,600860,625
2443,600861,625
2444,600862,625
2445,600863,625
2446,600864,625
2447,600865,625
2448,600866,625
2449,600867,625
2450,600868,625
2451,600869,625
2452,600870,625
2453,600871,625
2454,600872,625
2455,600873,625
2456,600874,625
2457,600875,625
2458,600876,625
2459,600877,625
2460,600879,625
2461,600880,625
2462,600881,625
2463,600882,625
2464,600883,625
2465,600884,625
2466,600885,625
2467,600886,625
2468,600887,625
2469,600888,625
2470,600889,625
2471,600890,625
2472,600891,625
2473,600892,625
2474,600893,625
2475,600894,625
2476,600895,625
2477,600896,625
2478,600897,625
2479,600898,625
2480,600900,625
2481,600917,204
2482,600958,92
2483,600959,67
2484,600960,625
2485,600961,625
2486,600962,625
2487,600963,625
2488,600965,625
2489,600966,625
2490,600967,625
2491,600969,625
2492,600970,625
2493,600971,625
2494,600973,625
2495,600975,625
2496,600976,625
2497,600978,625
2498,600979,625
2499,600980,625
2500,600981,625
2501,600982,625
2502,600983,625
2503,600984,625
2504,600985,625
2505,600986,625
2506,600987,625
2507,600988,625
2508,600990,625
2509,600992,625
2510,600993,625
2511,600995,625
2512,600997,625
2513,600998,625
2514,600999,625
2515,601000,625
2516,601001,625
2517,601002,625
2518,601003,625
2519,601005,625
2520,601006,625
2521,601007,625
2522,601008,625
2523,601009,625
2524,601010,625
2525,601011,625
2526,601012,625
2527,601015,183
2528,601016,205
2529,601018,625
2530,601021,130
2531,601028,625
2532,601038,625
2533,601058,625
2534,601069,129
2535,601088,625
2536,601098,625
2537,601099,625
2538,601100,625
2539,601101,625
2540,601106,625
2541,601107,625
2542,601111,625
2543,601113,625
2544,601116,625
2545,601117,625
2546,601118,625
2547,601126,625
2548,601137,625
2549,601139,625
2550,601158,625
2551,601166,625
2552,601168,625
2553,601169,625
2554,601177,625
2555,601179,625
2556,601186,625
2557,601188,625
2558,601198,109
2559,601199,625
2560,601208,625
2561,601216,625
2562,601218,625
2563,601222,625
2564,601225,369
2565,601226,157
2566,601231,625
2567,601233,625
2568,601238,625
2569,601258,625
2570,601268,574
2571,601288,625
2572,601299,574
2573,601311,625
2574,601313,625
2575,601318,625
2576,601328,625
2577,601333,625
2578,601336,625
2579,601339,625
2580,601369,625
2581,601377,625
2582,601388,625
2583,601390,625
2584,601398,625
2585,601515,625
2586,601518,625
2587,601519,625
2588,601555,625
2589,601558,625
2590,601566,625
2591,601567,625
2592,601579,229
2593,601588,625
2594,601599,625
2595,601600,625
2596,601601,625
2597,601607,625
2598,601608,625
2599,601616,625
2600,601618,625
2601,601628,625
2602,601633,625
2603,601636,625
2604,601666,625
2605,601668,625
2606,601669,625
2607,601677,625
2608,601678,625
2609,601688,625
2610,601689,94
2611,601699,625
2612,601700,625
2613,601717,625
2614,601718,625
2615,601727,625
2616,601766,625
2617,601777,625
2618,601788,625
2619,601789,625
2620,601798,625
2621,601799,625
2622,601800,625
2623,601801,625
2624,601808,625
2625,601818,625
2626,601857,625
2627,601866,625
2628,601872,625
2629,601877,625
2630,601880,625
2631,601886,625
2632,601888,625
2633,601890,625
2634,601898,625
2635,601899,625
2636,601901,625
2637,601908,625
2638,601918,625
2639,601919,625
2640,601928,625
2641,601929,625
2642,601933,625
2643,601939,625
2644,601958,625
2645,601965,625
2646,601969,159
2647,601988,625
2648,601989,625
2649,601991,625
2650,601992,625
2651,601996,625
2652,601998,625
2653,601999,625
2654,603000,625
2655,603001,625
2656,603002,625
2657,603003,625
2658,603005,365
2659,603006,269
2660,603008,625
2661,603009,255
2662,603010,201
2663,603011,181
2664,603012,93
2665,603015,106
2666,603017,143
2667,603018,200
2668,603019,182
2669,603020,90
2670,603021,70
2671,603025,71
2672,603030,93
2673,603077,625
2674,603088,179
2675,603099,230
2676,603100,243
2677,603111,245
2678,603118,110
2679,603123,625
2680,603126,246
2681,603128,625
2682,603158,93
2683,603166,167
2684,603167,625
2685,603168,267
2686,603169,202
2687,603188,219
2688,603199,89
2689,603222,111
2690,603268,94
2691,603288,364
2692,603306,206
2693,603308,373
2694,603309,107
2695,603315,69
2696,603318,69
2697,603328,268
2698,603333,625
2699,603338,90
2700,603355,57
2701,603366,625
2702,603368,162
2703,603369,266
2704,603399,625
2705,603456,201
2706,603518,163
2707,603519,94
2708,603555,371
2709,603558,126
2710,603567,69
2711,603588,145
2712,603599,57
2713,603600,128
2714,603601,129
2715,603606,198
2716,603609,240
2717,603611,125
2718,603618,111
2719,603636,144
2720,603678,127
2721,603686,127
2722,603688,186
2723,603698,125
2724,603699,376
2725,603703,70
2726,603729,91
2727,603766,625
2728,603788,131
2729,603789,68
2730,603799,124
2731,603806,220
2732,603808,71
2733,603818,71
2734,603828,109
2735,603869,89
2736,603883,70
2737,603889,143
2738,603898,111
2739,603899,126
2740,603939,111
2741,603969,108
2742,603988,184
2743,603993,625
2744,603997,107
2745,603998,161
2746,900901,625
2747,900902,625
2748,900903,625
2749,900904,625
2750,900905,625
2751,900906,625
2752,900907,625
2753,900908,625
2754,900909,625
2755,900910,625
2756,900911,625
2757,900912,625
2758,900913,625
2759,900914,625
2760,900915,625
2761,900916,625
2762,900917,625
2763,900918,625
2764,900919,625
2765,900920,625
2766,900921,625
2767,900922,625
2768,900923,625
2769,900924,625
2770,900925,625
2771,900926,625
2772,900927,625
2773,900928,625
2774,900929,625
2775,900930,625
2776,900932,625
2777,900933,625
2778,900934,625
2779,900935,625
2780,900936,625
2781,900937,625
2782,900938,625
2783,900939,625
2784,900940,625
2785,900941,625
2786,900942,625
2787,900943,625
2788,900945,625
2789,900946,625
2790,900947,625
2791,900948,625
2792,900950,625
2793,900951,625
2794,900952,625
2795,900953,625
2796,900955,625
2797,900956,625
2798,900957,625
2799,system.indexes,5598
